dt,AverageTemperature,Country
9/1/2012,27.439,Thailand
10/1/2012,27.256,Thailand
11/1/2012,27.256,Thailand
12/1/2012,25.583,Thailand
1/1/2012,26.783,Timor Leste
2/1/2012,26.698,Timor Leste
3/1/2012,26.316,Timor Leste
4/1/2012,26.513,Timor Leste
5/1/2012,25.675,Timor Leste
6/1/2012,24.505,Timor Leste
7/1/2012,24.563,Timor Leste
8/1/2012,24.285,Timor Leste
9/1/2012,25.501,Timor Leste
10/1/2012,27.386,Timor Leste
11/1/2012,28.365,Timor Leste
12/1/2012,27.883,Timor Leste
1/1/2012,27.438,Togo
2/1/2012,29.019,Togo
3/1/2012,30.167,Togo
4/1/2012,29.255,Togo
5/1/2012,27.973,Togo
6/1/2012,26.949,Togo
7/1/2012,25.694,Togo
8/1/2012,25.361,Togo
9/1/2012,25.948,Togo
10/1/2012,26.489,Togo
11/1/2012,27.882,Togo
12/1/2012,26.864,Togo
1/1/2012,25.54,Tonga
2/1/2012,25.483,Tonga
3/1/2012,26.431,Tonga
4/1/2012,25.013,Tonga
5/1/2012,23.276,Tonga
6/1/2012,22.166,Tonga
7/1/2012,21.872,Tonga
8/1/2012,21.632,Tonga
9/1/2012,22.068,Tonga
10/1/2012,23.173,Tonga
11/1/2012,24.071,Tonga
12/1/2012,25.375,Tonga
1/1/2012,26.078,Trinidad And Tobago
2/1/2012,26.036,Trinidad And Tobago
3/1/2012,26.371,Trinidad And Tobago
4/1/2012,26.942,Trinidad And Tobago
5/1/2012,27.253,Trinidad And Tobago
6/1/2012,27.237,Trinidad And Tobago
7/1/2012,27.006,Trinidad And Tobago
8/1/2012,27.444,Trinidad And Tobago
9/1/2012,27.823,Trinidad And Tobago
10/1/2012,27.708,Trinidad And Tobago
11/1/2012,27.74,Trinidad And Tobago
12/1/2012,26.695,Trinidad And Tobago
1/1/2012,10.832,Tunisia
2/1/2012,9.754,Tunisia
3/1/2012,15.195,Tunisia
4/1/2012,20.132,Tunisia
5/1/2012,24.083,Tunisia
6/1/2012,30.116,Tunisia
7/1/2012,32.394,Tunisia
8/1/2012,31.986,Tunisia
9/1/2012,27.892,Tunisia
10/1/2012,24.072,Tunisia
11/1/2012,18.831,Tunisia
12/1/2012,12.463,Tunisia
1/1/2012,0.14,Turkey
2/1/2012,-0.763,Turkey
3/1/2012,3.779,Turkey
4/1/2012,12.901,Turkey
5/1/2012,16.322,Turkey
6/1/2012,21.947,Turkey
7/1/2012,24.936,Turkey
8/1/2012,24.211,Turkey
9/1/2012,21.021,Turkey
10/1/2012,15.988,Turkey
11/1/2012,10.001,Turkey
12/1/2012,3.77,Turkey
1/1/2012,0.008,Turkmenistan
2/1/2012,-0.964,Turkmenistan
3/1/2012,8.137,Turkmenistan
4/1/2012,20.446,Turkmenistan
5/1/2012,24.749,Turkmenistan
6/1/2012,28.878,Turkmenistan
7/1/2012,30.807,Turkmenistan
8/1/2012,29.696,Turkmenistan
9/1/2012,22.338,Turkmenistan
10/1/2012,16.844,Turkmenistan
11/1/2012,8.318,Turkmenistan
12/1/2012,1.013,Turkmenistan
1/1/2012,24.947,Turks And Caicas Islands
2/1/2012,25.386,Turks And Caicas Islands
3/1/2012,25.617,Turks And Caicas Islands
4/1/2012,25.983,Turks And Caicas Islands
5/1/2012,27.812,Turks And Caicas Islands
6/1/2012,29.404,Turks And Caicas Islands
7/1/2012,29.813,Turks And Caicas Islands
8/1/2012,29.673,Turks And Caicas Islands
9/1/2012,29.282,Turks And Caicas Islands
10/1/2012,28.413,Turks And Caicas Islands
11/1/2012,26.804,Turks And Caicas Islands
12/1/2012,25.817,Turks And Caicas Islands
1/1/2012,24.427,Uganda
2/1/2012,25.744,Uganda
3/1/2012,25.346,Uganda
4/1/2012,23.524,Uganda
5/1/2012,23.234,Uganda
6/1/2012,23.477,Uganda
7/1/2012,22.725,Uganda
8/1/2012,23.127,Uganda
9/1/2012,23.263,Uganda
10/1/2012,23.613,Uganda
11/1/2012,23.896,Uganda
12/1/2012,23.292,Uganda
1/1/2012,-3.865,Ukraine
2/1/2012,-9.586,Ukraine
3/1/2012,1.669,Ukraine
4/1/2012,11.682,Ukraine
5/1/2012,17.988,Ukraine
6/1/2012,20.56,Ukraine
7/1/2012,23.549,Ukraine
8/1/2012,21.224,Ukraine
9/1/2012,16.578,Ukraine
10/1/2012,10.855,Ukraine
11/1/2012,4.951,Ukraine
12/1/2012,-4.117,Ukraine
1/1/2012,19.35,United Arab Emirates
2/1/2012,20.724,United Arab Emirates
3/1/2012,24.293,United Arab Emirates
4/1/2012,29.021,United Arab Emirates
5/1/2012,34.848,United Arab Emirates
6/1/2012,36.308,United Arab Emirates
7/1/2012,37.713,United Arab Emirates
8/1/2012,37.288,United Arab Emirates
9/1/2012,35.25,United Arab Emirates
10/1/2012,30.769,United Arab Emirates
11/1/2012,25.752,United Arab Emirates
12/1/2012,21.794,United Arab Emirates
1/1/2012,5.101,United Kingdom (Europe)
2/1/2012,4.758,United Kingdom (Europe)
3/1/2012,8.04,United Kingdom (Europe)
4/1/2012,6.664,United Kingdom (Europe)
5/1/2012,10.886,United Kingdom (Europe)
6/1/2012,12.053,United Kingdom (Europe)
7/1/2012,14.431,United Kingdom (Europe)
8/1/2012,15.761,United Kingdom (Europe)
9/1/2012,12.509,United Kingdom (Europe)
10/1/2012,8.828,United Kingdom (Europe)
11/1/2012,6.513,United Kingdom (Europe)
12/1/2012,4.678,United Kingdom (Europe)
1/1/2012,5.47,United Kingdom
2/1/2012,5.04,United Kingdom
3/1/2012,8.098,United Kingdom
4/1/2012,6.639,United Kingdom
5/1/2012,10.574,United Kingdom
6/1/2012,11.539,United Kingdom
7/1/2012,13.75,United Kingdom
8/1/2012,15.152,United Kingdom
9/1/2012,12.055,United Kingdom
10/1/2012,8.686,United Kingdom
11/1/2012,6.601,United Kingdom
12/1/2012,4.845,United Kingdom
1/1/2012,-2.268,United States
2/1/2012,0.582,United States
3/1/2012,6.024,United States
4/1/2012,10.196,United States
5/1/2012,15.422,United States
6/1/2012,19.954,United States
7/1/2012,23.008,United States
8/1/2012,21.422,United States
9/1/2012,17.036,United States
10/1/2012,9.688,United States
11/1/2012,3.33,United States
12/1/2012,-1.261,United States
1/1/2012,25.028,Uruguay
2/1/2012,24.765,Uruguay
3/1/2012,21.744,Uruguay
4/1/2012,17.52,Uruguay
5/1/2012,16.617,Uruguay
6/1/2012,11.603,Uruguay
7/1/2012,9.475,Uruguay
8/1/2012,15.242,Uruguay
9/1/2012,15.843,Uruguay
10/1/2012,18.4,Uruguay
11/1/2012,21.987,Uruguay
12/1/2012,23.884,Uruguay
1/1/2012,-4.027,Uzbekistan
2/1/2012,-5.264,Uzbekistan
3/1/2012,5.247,Uzbekistan
4/1/2012,19.284,Uzbekistan
5/1/2012,22.758,Uzbekistan
6/1/2012,27.343,Uzbekistan
7/1/2012,28.985,Uzbekistan
8/1/2012,27.878,Uzbekistan
9/1/2012,20.046,Uzbekistan
10/1/2012,14.099,Uzbekistan
11/1/2012,5.031,Uzbekistan
12/1/2012,-3.65,Uzbekistan
1/1/2012,25.263,Venezuela
2/1/2012,25.79,Venezuela
3/1/2012,25.989,Venezuela
4/1/2012,25.759,Venezuela
5/1/2012,25.854,Venezuela
6/1/2012,25.759,Venezuela
7/1/2012,25.361,Venezuela
8/1/2012,25.417,Venezuela
9/1/2012,25.602,Venezuela
10/1/2012,25.78,Venezuela
11/1/2012,26.233,Venezuela
12/1/2012,25.456,Venezuela
1/1/2012,19.23,Vietnam
2/1/2012,20.764,Vietnam
3/1/2012,23.205,Vietnam
4/1/2012,26.063,Vietnam
5/1/2012,27.429,Vietnam
6/1/2012,27.682,Vietnam
7/1/2012,27.405,Vietnam
8/1/2012,27.373,Vietnam
9/1/2012,26.095,Vietnam
10/1/2012,25.091,Vietnam
11/1/2012,24.192,Vietnam
12/1/2012,21.923,Vietnam
1/1/2012,25.197,Virgin Islands
2/1/2012,25.541,Virgin Islands
3/1/2012,25.784,Virgin Islands
4/1/2012,26.358,Virgin Islands
5/1/2012,27.238,Virgin Islands
6/1/2012,28.824,Virgin Islands
7/1/2012,28.826,Virgin Islands
8/1/2012,28.907,Virgin Islands
9/1/2012,28.98,Virgin Islands
10/1/2012,28.495,Virgin Islands
11/1/2012,27.946,Virgin Islands
12/1/2012,26.226,Virgin Islands
1/1/2012,17.181,Western Sahara
2/1/2012,16.902,Western Sahara
3/1/2012,21.403,Western Sahara
4/1/2012,21.583,Western Sahara
5/1/2012,26.057,Western Sahara
6/1/2012,26.803,Western Sahara
7/1/2012,28.171,Western Sahara
8/1/2012,29.201,Western Sahara
9/1/2012,27.554,Western Sahara
10/1/2012,25.204,Western Sahara
11/1/2012,22.031,Western Sahara
12/1/2012,17.551,Western Sahara
1/1/2012,21.513,Yemen
2/1/2012,22.58,Yemen
3/1/2012,25.226,Yemen
4/1/2012,28.047,Yemen
5/1/2012,30.904,Yemen
6/1/2012,32.52,Yemen
7/1/2012,31.749,Yemen
8/1/2012,31.642,Yemen
9/1/2012,30.549,Yemen
10/1/2012,27.668,Yemen
11/1/2012,24.504,Yemen
12/1/2012,22.438,Yemen
1/1/2012,22.417,Zambia
2/1/2012,22.489,Zambia
3/1/2012,22.703,Zambia
4/1/2012,20.98,Zambia
5/1/2012,20.179,Zambia
6/1/2012,17.647,Zambia
7/1/2012,17.505,Zambia
8/1/2012,20.57,Zambia
9/1/2012,23.711,Zambia
10/1/2012,24.1,Zambia
11/1/2012,24.684,Zambia
12/1/2012,23.388,Zambia
1/1/2012,23.872,Zimbabwe
2/1/2012,24.294,Zimbabwe
3/1/2012,23.596,Zimbabwe
4/1/2012,20.349,Zimbabwe
5/1/2012,19.712,Zimbabwe
6/1/2012,16.631,Zimbabwe
7/1/2012,16.048,Zimbabwe
8/1/2012,18.946,Zimbabwe
9/1/2012,22.609,Zimbabwe
10/1/2012,23.482,Zimbabwe
11/1/2012,24.606,Zimbabwe
12/1/2012,24.111,Zimbabwe
