dt,AverageTemperature,Country
7/1/2012,17.456,Netherlands
8/1/2012,18.848,Netherlands
9/1/2012,14.721,Netherlands
10/1/2012,10.843,Netherlands
11/1/2012,7.182,Netherlands
12/1/2012,4.808,Netherlands
1/1/2012,25.63,New Caledonia
2/1/2012,26.341,New Caledonia
3/1/2012,25.95,New Caledonia
4/1/2012,24.428,New Caledonia
5/1/2012,22.681,New Caledonia
6/1/2012,21.999,New Caledonia
7/1/2012,21.007,New Caledonia
8/1/2012,20.167,New Caledonia
9/1/2012,20.713,New Caledonia
10/1/2012,21.995,New Caledonia
11/1/2012,22.87,New Caledonia
12/1/2012,24.78,New Caledonia
1/1/2012,14.968,New Zealand
2/1/2012,15.077,New Zealand
3/1/2012,13.199,New Zealand
4/1/2012,11.7,New Zealand
5/1/2012,8.39,New Zealand
6/1/2012,5.838,New Zealand
7/1/2012,6.03,New Zealand
8/1/2012,7.462,New Zealand
9/1/2012,8.987,New Zealand
10/1/2012,9.913,New Zealand
11/1/2012,11.271,New Zealand
12/1/2012,15.048,New Zealand
1/1/2012,25.204,Nicaragua
2/1/2012,26.114,Nicaragua
3/1/2012,27.221,Nicaragua
4/1/2012,27.813,Nicaragua
5/1/2012,27.8,Nicaragua
6/1/2012,27.375,Nicaragua
7/1/2012,26.761,Nicaragua
8/1/2012,26.993,Nicaragua
9/1/2012,26.776,Nicaragua
10/1/2012,25.763,Nicaragua
11/1/2012,25.063,Nicaragua
12/1/2012,25.5,Nicaragua
1/1/2012,19.316,Niger
2/1/2012,24.246,Niger
3/1/2012,25.685,Niger
4/1/2012,32.734,Niger
5/1/2012,34.339,Niger
6/1/2012,32.838,Niger
7/1/2012,30.864,Niger
8/1/2012,30.102,Niger
9/1/2012,30.448,Niger
10/1/2012,28.395,Niger
11/1/2012,26.451,Niger
12/1/2012,21.455,Niger
1/1/2012,25.331,Nigeria
2/1/2012,28.678,Nigeria
3/1/2012,29.943,Nigeria
4/1/2012,31.13,Nigeria
5/1/2012,29.173,Nigeria
6/1/2012,27.527,Nigeria
7/1/2012,26.006,Nigeria
8/1/2012,25.637,Nigeria
9/1/2012,26.013,Nigeria
10/1/2012,26.285,Nigeria
11/1/2012,27.406,Nigeria
12/1/2012,25.766,Nigeria
1/1/2012,26.767,Niue
2/1/2012,26.869,Niue
3/1/2012,27.48,Niue
4/1/2012,26.37,Niue
5/1/2012,25.75,Niue
6/1/2012,24.517,Niue
7/1/2012,24.118,Niue
8/1/2012,24.253,Niue
9/1/2012,24.927,Niue
10/1/2012,25.593,Niue
11/1/2012,26.483,Niue
12/1/2012,26.54,Niue
1/1/2012,-9.606,North America
2/1/2012,-6.898,North America
3/1/2012,-3.316,North America
4/1/2012,2.668,North America
5/1/2012,9.588,North America
6/1/2012,14.963,North America
7/1/2012,17.944,North America
8/1/2012,16.425,North America
9/1/2012,11.87,North America
10/1/2012,4.065,North America
11/1/2012,-3.477,North America
12/1/2012,-8.557,North America
1/1/2012,-9.709,North Korea
2/1/2012,-7.607,North Korea
3/1/2012,-0.022,North Korea
4/1/2012,7.896,North Korea
5/1/2012,14.639,North Korea
6/1/2012,17.963,North Korea
7/1/2012,21.746,North Korea
8/1/2012,22.473,North Korea
9/1/2012,16.971,North Korea
10/1/2012,9.996,North Korea
11/1/2012,0.968,North Korea
12/1/2012,-9.947,North Korea
1/1/2012,26.266,Northern Mariana Islands
2/1/2012,26.599,Northern Mariana Islands
3/1/2012,26.902,Northern Mariana Islands
4/1/2012,27.5,Northern Mariana Islands
5/1/2012,28.015,Northern Mariana Islands
6/1/2012,27.997,Northern Mariana Islands
7/1/2012,27.797,Northern Mariana Islands
8/1/2012,27.146,Northern Mariana Islands
9/1/2012,27.753,Northern Mariana Islands
10/1/2012,27.289,Northern Mariana Islands
11/1/2012,28.079,Northern Mariana Islands
12/1/2012,27.356,Northern Mariana Islands
1/1/2012,-6.08,Norway
2/1/2012,-6.045,Norway
3/1/2012,-1.037,Norway
4/1/2012,-1.854,Norway
5/1/2012,4.234,Norway
6/1/2012,7.589,Norway
7/1/2012,10.632,Norway
8/1/2012,10.177,Norway
9/1/2012,6.107,Norway
10/1/2012,0.563,Norway
11/1/2012,-1.78,Norway
12/1/2012,-8.806,Norway
1/1/2012,27.34,Oceania
2/1/2012,26.724,Oceania
3/1/2012,24.38,Oceania
4/1/2012,22.062,Oceania
5/1/2012,17.916,Oceania
6/1/2012,14.996,Oceania
7/1/2012,14.42,Oceania
8/1/2012,16.619,Oceania
9/1/2012,20.385,Oceania
10/1/2012,23.25,Oceania
11/1/2012,26.342,Oceania
12/1/2012,27.837,Oceania
1/1/2012,20.315,Oman
2/1/2012,21.586,Oman
3/1/2012,24.993,Oman
4/1/2012,28.988,Oman
5/1/2012,33.056,Oman
6/1/2012,34.682,Oman
7/1/2012,33.372,Oman
8/1/2012,32.842,Oman
9/1/2012,31.969,Oman
10/1/2012,29.005,Oman
11/1/2012,25.343,Oman
12/1/2012,22.388,Oman
1/1/2012,8.554,Pakistan
2/1/2012,10.312,Pakistan
3/1/2012,17.619,Pakistan
4/1/2012,23.138,Pakistan
5/1/2012,28.015,Pakistan
6/1/2012,30.249,Pakistan
7/1/2012,30.722,Pakistan
8/1/2012,29.087,Pakistan
9/1/2012,26.238,Pakistan
10/1/2012,21.992,Pakistan
11/1/2012,16.909,Pakistan
12/1/2012,11.541,Pakistan
1/1/2012,27.587,Palau
2/1/2012,27.4,Palau
3/1/2012,27.752,Palau
4/1/2012,27.903,Palau
5/1/2012,28.085,Palau
6/1/2012,27.69,Palau
7/1/2012,27.477,Palau
8/1/2012,27.519,Palau
9/1/2012,27.605,Palau
10/1/2012,27.724,Palau
11/1/2012,28.135,Palau
12/1/2012,27.778,Palau
1/1/2012,20.927,Palestina
2/1/2012,21.509,Palestina
3/1/2012,22.632,Palestina
4/1/2012,24.042,Palestina
5/1/2012,24.814,Palestina
6/1/2012,25.824,Palestina
7/1/2012,26.261,Palestina
8/1/2012,25.811,Palestina
9/1/2012,25.257,Palestina
10/1/2012,24.698,Palestina
11/1/2012,23.034,Palestina
12/1/2012,21.994,Palestina
1/1/2012,26.975,Palmyra Atoll
2/1/2012,27.186,Palmyra Atoll
3/1/2012,27.309,Palmyra Atoll
4/1/2012,27.753,Palmyra Atoll
5/1/2012,27.905,Palmyra Atoll
6/1/2012,27.905,Palmyra Atoll
7/1/2012,27.84,Palmyra Atoll
8/1/2012,28.247,Palmyra Atoll
9/1/2012,28.036,Palmyra Atoll
10/1/2012,28.054,Palmyra Atoll
11/1/2012,28.005,Palmyra Atoll
12/1/2012,27.414,Palmyra Atoll
1/1/2012,26.679,Panama
2/1/2012,27.249,Panama
3/1/2012,27.904,Panama
4/1/2012,27.396,Panama
5/1/2012,27.621,Panama
6/1/2012,27.644,Panama
7/1/2012,27.349,Panama
8/1/2012,27.452,Panama
9/1/2012,27.069,Panama
10/1/2012,25.752,Panama
11/1/2012,26.304,Panama
12/1/2012,26.571,Panama
1/1/2012,25.096,Papua New Guinea
2/1/2012,25.368,Papua New Guinea
3/1/2012,25.133,Papua New Guinea
4/1/2012,24.83,Papua New Guinea
5/1/2012,24.696,Papua New Guinea
6/1/2012,23.972,Papua New Guinea
7/1/2012,24.133,Papua New Guinea
8/1/2012,24.138,Papua New Guinea
9/1/2012,24.723,Papua New Guinea
10/1/2012,25.058,Papua New Guinea
11/1/2012,25.241,Papua New Guinea
12/1/2012,25.735,Papua New Guinea
1/1/2012,28.314,Paraguay
2/1/2012,28.153,Paraguay
3/1/2012,26.146,Paraguay
4/1/2012,23.496,Paraguay
5/1/2012,21.328,Paraguay
6/1/2012,18.831,Paraguay
7/1/2012,17.144,Paraguay
8/1/2012,22.281,Paraguay
9/1/2012,24.907,Paraguay
10/1/2012,27.084,Paraguay
11/1/2012,27.22,Paraguay
12/1/2012,28.685,Paraguay
1/1/2012,20.607,Peru
2/1/2012,20.234,Peru
3/1/2012,20.707,Peru
4/1/2012,20.63,Peru
5/1/2012,20.375,Peru
6/1/2012,19.959,Peru
7/1/2012,19.655,Peru
8/1/2012,20.131,Peru
9/1/2012,20.621,Peru
10/1/2012,20.739,Peru
11/1/2012,21.247,Peru
12/1/2012,20.615,Peru
1/1/2012,25.954,Philippines
2/1/2012,26.237,Philippines
3/1/2012,27.015,Philippines
4/1/2012,27.819,Philippines
5/1/2012,28.156,Philippines
6/1/2012,27.831,Philippines
7/1/2012,27.231,Philippines
8/1/2012,27.586,Philippines
9/1/2012,27.328,Philippines
10/1/2012,26.862,Philippines
11/1/2012,27.144,Philippines
12/1/2012,26.624,Philippines
1/1/2012,-1.406,Poland
2/1/2012,-6.137,Poland
3/1/2012,4.845,Poland
4/1/2012,9.119,Poland
5/1/2012,14.982,Poland
6/1/2012,16.468,Poland
7/1/2012,20.113,Poland
8/1/2012,18.87,Poland
9/1/2012,14.813,Poland
10/1/2012,8.361,Poland
11/1/2012,5.309,Poland
12/1/2012,-2.884,Poland
1/1/2012,8.423,Portugal
2/1/2012,8.079,Portugal
3/1/2012,13.24,Portugal
4/1/2012,11.939,Portugal
5/1/2012,18.022,Portugal
6/1/2012,20.446,Portugal
7/1/2012,22.226,Portugal
8/1/2012,22.819,Portugal
9/1/2012,21.033,Portugal
10/1/2012,16.404,Portugal
11/1/2012,12.023,Portugal
12/1/2012,10.052,Portugal
1/1/2012,24.389,Puerto Rico
2/1/2012,24.381,Puerto Rico
3/1/2012,24.492,Puerto Rico
4/1/2012,25.332,Puerto Rico
5/1/2012,26.489,Puerto Rico
6/1/2012,28.143,Puerto Rico
7/1/2012,27.939,Puerto Rico
8/1/2012,27.9,Puerto Rico
9/1/2012,28.067,Puerto Rico
10/1/2012,27.738,Puerto Rico
11/1/2012,27.225,Puerto Rico
12/1/2012,25.54,Puerto Rico
1/1/2012,17.794,Qatar
2/1/2012,18.734,Qatar
3/1/2012,21.44,Qatar
4/1/2012,27.423,Qatar
5/1/2012,34.137,Qatar
6/1/2012,36.163,Qatar
7/1/2012,37.603,Qatar
8/1/2012,37.017,Qatar
9/1/2012,34.424,Qatar
10/1/2012,30.878,Qatar
11/1/2012,25.407,Qatar
12/1/2012,20.794,Qatar
1/1/2012,25.842,Reunion
2/1/2012,26.985,Reunion
3/1/2012,25.926,Reunion
4/1/2012,25.586,Reunion
5/1/2012,24.096,Reunion
6/1/2012,23.09,Reunion
7/1/2012,22.407,Reunion
8/1/2012,22.233,Reunion
9/1/2012,21.878,Reunion
10/1/2012,22.522,Reunion
11/1/2012,24.008,Reunion
12/1/2012,25.563,Reunion
1/1/2012,-2.22,Romania
2/1/2012,-6.96,Romania
3/1/2012,4.687,Romania
4/1/2012,11.593,Romania
5/1/2012,16.039,Romania
6/1/2012,20.872,Romania
7/1/2012,24.02,Romania
8/1/2012,21.887,Romania
9/1/2012,17.882,Romania
10/1/2012,11.705,Romania
11/1/2012,6.252,Romania
12/1/2012,-2.144,Romania
1/1/2012,-24.229,Russia
2/1/2012,-22.502,Russia
3/1/2012,-15.098,Russia
4/1/2012,-2.503,Russia
5/1/2012,6.594,Russia
6/1/2012,14.441,Russia
7/1/2012,16.741,Russia
8/1/2012,13.014,Russia
9/1/2012,7.769,Russia
10/1/2012,-2.708,Russia
11/1/2012,-13.9,Russia
12/1/2012,-24.44,Russia
1/1/2012,20.402,Rwanda
2/1/2012,20.277,Rwanda
3/1/2012,20.194,Rwanda
4/1/2012,19.22,Rwanda
5/1/2012,19.282,Rwanda
6/1/2012,19.973,Rwanda
7/1/2012,19.773,Rwanda
8/1/2012,20.562,Rwanda
9/1/2012,20.8,Rwanda
10/1/2012,19.927,Rwanda
11/1/2012,19.797,Rwanda
12/1/2012,19.306,Rwanda
1/1/2012,25.678,Saint Barthélemy
2/1/2012,25.868,Saint Barthélemy
3/1/2012,26.182,Saint Barthélemy
4/1/2012,26.622,Saint Barthélemy
5/1/2012,27.448,Saint Barthélemy
6/1/2012,28.883,Saint Barthélemy
7/1/2012,29.073,Saint Barthélemy
8/1/2012,29.171,Saint Barthélemy
9/1/2012,29.309,Saint Barthélemy
10/1/2012,28.758,Saint Barthélemy
11/1/2012,28.203,Saint Barthélemy
12/1/2012,26.476,Saint Barthélemy
1/1/2012,25.059,Saint Kitts And Nevis
2/1/2012,25.165,Saint Kitts And Nevis
3/1/2012,25.457,Saint Kitts And Nevis
4/1/2012,26.052,Saint Kitts And Nevis
5/1/2012,26.791,Saint Kitts And Nevis
6/1/2012,28.221,Saint Kitts And Nevis
7/1/2012,28.13,Saint Kitts And Nevis
8/1/2012,28.176,Saint Kitts And Nevis
9/1/2012,28.265,Saint Kitts And Nevis
10/1/2012,27.726,Saint Kitts And Nevis
11/1/2012,27.365,Saint Kitts And Nevis
12/1/2012,25.855,Saint Kitts And Nevis
1/1/2012,26.312,Saint Lucia
2/1/2012,26.048,Saint Lucia
3/1/2012,26.44,Saint Lucia
4/1/2012,26.99,Saint Lucia
5/1/2012,27.603,Saint Lucia
6/1/2012,28.545,Saint Lucia
7/1/2012,28.436,Saint Lucia
8/1/2012,28.436,Saint Lucia
9/1/2012,28.641,Saint Lucia
10/1/2012,28.313,Saint Lucia
11/1/2012,28.196,Saint Lucia
12/1/2012,26.987,Saint Lucia
1/1/2012,25.678,Saint Martin
2/1/2012,25.868,Saint Martin
3/1/2012,26.182,Saint Martin
4/1/2012,26.622,Saint Martin
5/1/2012,27.448,Saint Martin
6/1/2012,28.883,Saint Martin
7/1/2012,29.073,Saint Martin
8/1/2012,29.171,Saint Martin
9/1/2012,29.309,Saint Martin
10/1/2012,28.758,Saint Martin
11/1/2012,28.203,Saint Martin
12/1/2012,26.476,Saint Martin
1/1/2012,-2.319,Saint Pierre And Miquelon
2/1/2012,-3.33,Saint Pierre And Miquelon
3/1/2012,-1.654,Saint Pierre And Miquelon
4/1/2012,4.103,Saint Pierre And Miquelon
5/1/2012,8.776,Saint Pierre And Miquelon
6/1/2012,11.069,Saint Pierre And Miquelon
7/1/2012,16.56,Saint Pierre And Miquelon
8/1/2012,18.127,Saint Pierre And Miquelon
9/1/2012,14.868,Saint Pierre And Miquelon
10/1/2012,9.423,Saint Pierre And Miquelon
11/1/2012,4.736,Saint Pierre And Miquelon
12/1/2012,0.044,Saint Pierre And Miquelon
1/1/2012,26.522,Saint Vincent And The Grenadines
2/1/2012,26.299,Saint Vincent And The Grenadines
3/1/2012,26.649,Saint Vincent And The Grenadines
4/1/2012,27.19,Saint Vincent And The Grenadines
5/1/2012,27.723,Saint Vincent And The Grenadines
6/1/2012,28.558,Saint Vincent And The Grenadines
7/1/2012,28.433,Saint Vincent And The Grenadines
8/1/2012,28.557,Saint Vincent And The Grenadines
9/1/2012,28.812,Saint Vincent And The Grenadines
10/1/2012,28.514,Saint Vincent And The Grenadines
11/1/2012,28.386,Saint Vincent And The Grenadines
12/1/2012,27.196,Saint Vincent And The Grenadines
1/1/2012,26.852,Samoa
2/1/2012,26.713,Samoa
3/1/2012,26.636,Samoa
4/1/2012,26.916,Samoa
5/1/2012,26.782,Samoa
6/1/2012,26.812,Samoa
7/1/2012,26.397,Samoa
8/1/2012,26.709,Samoa
9/1/2012,27.065,Samoa
10/1/2012,27.305,Samoa
11/1/2012,27.758,Samoa
12/1/2012,27.175,Samoa
1/1/2012,6.424,San Marino
2/1/2012,3.447,San Marino
3/1/2012,12.058,San Marino
4/1/2012,12.847,San Marino
5/1/2012,16.628,San Marino
6/1/2012,22.18,San Marino
7/1/2012,25.078,San Marino
8/1/2012,25.792,San Marino
9/1/2012,20.726,San Marino
10/1/2012,16.897,San Marino
11/1/2012,14.156,San Marino
12/1/2012,7.702,San Marino
1/1/2012,26.552,Sao Tome And Principe
2/1/2012,26.603,Sao Tome And Principe
3/1/2012,27.617,Sao Tome And Principe
4/1/2012,27.103,Sao Tome And Principe
5/1/2012,26.649,Sao Tome And Principe
6/1/2012,26.194,Sao Tome And Principe
7/1/2012,25.491,Sao Tome And Principe
8/1/2012,25.575,Sao Tome And Principe
9/1/2012,25.954,Sao Tome And Principe
10/1/2012,26.156,Sao Tome And Principe
11/1/2012,26.348,Sao Tome And Principe
12/1/2012,26.475,Sao Tome And Principe
1/1/2012,15.939,Saudi Arabia
2/1/2012,18.067,Saudi Arabia
3/1/2012,21.121,Saudi Arabia
4/1/2012,26.77,Saudi Arabia
5/1/2012,32.754,Saudi Arabia
6/1/2012,35.313,Saudi Arabia
7/1/2012,36.495,Saudi Arabia
8/1/2012,35.731,Saudi Arabia
9/1/2012,32.811,Saudi Arabia
10/1/2012,28.377,Saudi Arabia
11/1/2012,22.433,Saudi Arabia
12/1/2012,18.056,Saudi Arabia
1/1/2012,24.837,Senegal
2/1/2012,26.091,Senegal
3/1/2012,29.655,Senegal
4/1/2012,31.054,Senegal
5/1/2012,32.243,Senegal
6/1/2012,31.117,Senegal
7/1/2012,28.855,Senegal
8/1/2012,27.964,Senegal
9/1/2012,28.186,Senegal
10/1/2012,29.236,Senegal
11/1/2012,29.2,Senegal
12/1/2012,25.189,Senegal
1/1/2012,-0.81,Serbia
2/1/2012,-4.64,Serbia
3/1/2012,7.222,Serbia
4/1/2012,11.678,Serbia
5/1/2012,15.621,Serbia
6/1/2012,21.6,Serbia
7/1/2012,24.445,Serbia
8/1/2012,23.453,Serbia
9/1/2012,19.029,Serbia
10/1/2012,12.507,Serbia
11/1/2012,7.85,Serbia
12/1/2012,-0.534,Serbia
1/1/2012,27.239,Seychelles
2/1/2012,27.611,Seychelles
3/1/2012,28.275,Seychelles
4/1/2012,28.878,Seychelles
5/1/2012,28.974,Seychelles
6/1/2012,27.63,Seychelles
7/1/2012,26.729,Seychelles
8/1/2012,27.144,Seychelles
9/1/2012,28.688,Seychelles
10/1/2012,28.31,Seychelles
11/1/2012,26.247,Seychelles
12/1/2012,27.546,Seychelles
1/1/2012,26.026,Sierra Leone
2/1/2012,27.064,Sierra Leone
3/1/2012,28.685,Sierra Leone
4/1/2012,28.081,Sierra Leone
5/1/2012,27.432,Sierra Leone
6/1/2012,26.129,Sierra Leone
7/1/2012,25.421,Sierra Leone
8/1/2012,25.966,Sierra Leone
9/1/2012,25.329,Sierra Leone
10/1/2012,25.925,Sierra Leone
11/1/2012,27.531,Sierra Leone
12/1/2012,26.528,Sierra Leone
1/1/2012,26.842,Singapore
2/1/2012,26.955,Singapore
3/1/2012,27.058,Singapore
4/1/2012,27.278,Singapore
5/1/2012,28,Singapore
6/1/2012,28.372,Singapore
7/1/2012,27.445,Singapore
8/1/2012,27.556,Singapore
9/1/2012,27.551,Singapore
10/1/2012,27.192,Singapore
11/1/2012,26.951,Singapore
12/1/2012,26.443,Singapore
1/1/2012,25.678,Sint Maarten
2/1/2012,25.868,Sint Maarten
3/1/2012,26.182,Sint Maarten
4/1/2012,26.622,Sint Maarten
5/1/2012,27.448,Sint Maarten
6/1/2012,28.883,Sint Maarten
7/1/2012,29.073,Sint Maarten
8/1/2012,29.171,Sint Maarten
9/1/2012,29.309,Sint Maarten
10/1/2012,28.758,Sint Maarten
11/1/2012,28.203,Sint Maarten
12/1/2012,26.476,Sint Maarten
1/1/2012,-1.353,Slovakia
2/1/2012,-5.827,Slovakia
3/1/2012,5.015,Slovakia
4/1/2012,9.358,Slovakia
5/1/2012,14.677,Slovakia
6/1/2012,17.914,Slovakia
7/1/2012,20.214,Slovakia
8/1/2012,19.325,Slovakia
9/1/2012,15.182,Slovakia
10/1/2012,8.776,Slovakia
11/1/2012,5.682,Slovakia
12/1/2012,-2.485,Slovakia
1/1/2012,0.886,Slovenia
2/1/2012,-2.27,Slovenia
3/1/2012,8.83,Slovenia
4/1/2012,10.614,Slovenia
5/1/2012,15.343,Slovenia
6/1/2012,20.358,Slovenia
7/1/2012,22.256,Slovenia
8/1/2012,22.389,Slovenia
9/1/2012,16.784,Slovenia
10/1/2012,11.311,Slovenia
11/1/2012,8.175,Slovenia
12/1/2012,0.663,Slovenia
1/1/2012,27.491,Solomon Islands
2/1/2012,27.262,Solomon Islands
3/1/2012,27.663,Solomon Islands
4/1/2012,27.308,Solomon Islands
5/1/2012,27.225,Solomon Islands
6/1/2012,27.118,Solomon Islands
7/1/2012,26.915,Solomon Islands
8/1/2012,27.439,Solomon Islands
9/1/2012,26.743,Solomon Islands
10/1/2012,26.995,Solomon Islands
11/1/2012,26.784,Solomon Islands
12/1/2012,27.217,Solomon Islands
1/1/2012,26.046,Somalia
2/1/2012,26.573,Somalia
3/1/2012,27.855,Somalia
4/1/2012,28.981,Somalia
5/1/2012,29.036,Somalia
6/1/2012,29.081,Somalia
7/1/2012,28.006,Somalia
8/1/2012,28.993,Somalia
9/1/2012,29.3,Somalia
10/1/2012,27.733,Somalia
11/1/2012,26.985,Somalia
12/1/2012,26.673,Somalia
1/1/2012,24.024,South Africa
2/1/2012,23.04,South Africa
3/1/2012,21.742,South Africa
4/1/2012,16.941,South Africa
5/1/2012,14.893,South Africa
6/1/2012,11.436,South Africa
7/1/2012,10.952,South Africa
8/1/2012,13.253,South Africa
9/1/2012,15.505,South Africa
10/1/2012,18.507,South Africa
11/1/2012,21.379,South Africa
12/1/2012,22.491,South Africa
1/1/2012,24.146,South America
2/1/2012,23.92,South America
3/1/2012,23.619,South America
4/1/2012,22.493,South America
5/1/2012,21.533,South America
6/1/2012,20.427,South America
7/1/2012,19.814,South America
8/1/2012,21.445,South America
9/1/2012,22.981,South America
10/1/2012,23.726,South America
11/1/2012,24.252,South America
12/1/2012,24.315,South America
1/1/2012,5.28,South Georgia And The South Sandwich Isla
2/1/2012,5.131,South Georgia And The South Sandwich Isla
3/1/2012,3.946,South Georgia And The South Sandwich Isla
4/1/2012,1.434,South Georgia And The South Sandwich Isla
5/1/2012,0.61,South Georgia And The South Sandwich Isla
6/1/2012,-0.261,South Georgia And The South Sandwich Isla
7/1/2012,-1.603,South Georgia And The South Sandwich Isla
8/1/2012,0.725,South Georgia And The South Sandwich Isla
9/1/2012,0.246,South Georgia And The South Sandwich Isla
10/1/2012,1.697,South Georgia And The South Sandwich Isla
11/1/2012,2.541,South Georgia And The South Sandwich Isla
12/1/2012,3.08,South Georgia And The South Sandwich Isla
1/1/2012,-1.36,South Korea
2/1/2012,-0.705,South Korea
3/1/2012,5.661,South Korea
4/1/2012,12.638,South Korea
5/1/2012,18.366,South Korea
6/1/2012,22.046,South Korea
7/1/2012,25.571,South Korea
8/1/2012,26.496,South Korea
9/1/2012,20.416,South Korea
10/1/2012,14.644,South Korea
11/1/2012,6.571,South Korea
12/1/2012,-1.644,South Korea
1/1/2012,6.543,Spain
2/1/2012,5.31,Spain
3/1/2012,10.979,Spain
4/1/2012,11.121,Spain
5/1/2012,17.767,Spain
6/1/2012,21.717,Spain
7/1/2012,23.242,Spain
8/1/2012,24.611,Spain
9/1/2012,20.287,Spain
10/1/2012,15.244,Spain
11/1/2012,10.458,Spain
12/1/2012,7.681,Spain
1/1/2012,26.206,Sri Lanka
2/1/2012,26.988,Sri Lanka
3/1/2012,28.301,Sri Lanka
4/1/2012,28.147,Sri Lanka
5/1/2012,29.542,Sri Lanka
6/1/2012,29.18,Sri Lanka
7/1/2012,28.935,Sri Lanka
8/1/2012,28.442,Sri Lanka
9/1/2012,28.483,Sri Lanka
10/1/2012,26.922,Sri Lanka
11/1/2012,27.849,Sri Lanka
12/1/2012,26.403,Sri Lanka
1/1/2012,22.653,Sudan
2/1/2012,26.433,Sudan
3/1/2012,27.609,Sudan
4/1/2012,29.007,Sudan
5/1/2012,31.32,Sudan
6/1/2012,31.555,Sudan
7/1/2012,28.684,Sudan
8/1/2012,28.863,Sudan
9/1/2012,29.059,Sudan
10/1/2012,29.248,Sudan
11/1/2012,26.769,Sudan
12/1/2012,23.222,Sudan
1/1/2012,25.992,Suriname
2/1/2012,25.766,Suriname
3/1/2012,26.553,Suriname
4/1/2012,26.624,Suriname
5/1/2012,26.801,Suriname
6/1/2012,26.767,Suriname
7/1/2012,26.938,Suriname
8/1/2012,27.703,Suriname
9/1/2012,28.497,Suriname
10/1/2012,28.583,Suriname
11/1/2012,28.591,Suriname
12/1/2012,27.458,Suriname
1/1/2012,-5.779,Svalbard And Jan Mayen
2/1/2012,-7.334,Svalbard And Jan Mayen
3/1/2012,-7.578,Svalbard And Jan Mayen
4/1/2012,-10.84,Svalbard And Jan Mayen
5/1/2012,-3.624,Svalbard And Jan Mayen
6/1/2012,1.986,Svalbard And Jan Mayen
7/1/2012,4.534,Svalbard And Jan Mayen
8/1/2012,4.027,Svalbard And Jan Mayen
9/1/2012,1.291,Svalbard And Jan Mayen
10/1/2012,-4.256,Svalbard And Jan Mayen
11/1/2012,-7.878,Svalbard And Jan Mayen
12/1/2012,-9.921,Svalbard And Jan Mayen
1/1/2012,23.176,Swaziland
2/1/2012,23.607,Swaziland
3/1/2012,22.076,Swaziland
4/1/2012,18.733,Swaziland
5/1/2012,18.052,Swaziland
6/1/2012,15.429,Swaziland
7/1/2012,14.529,Swaziland
8/1/2012,17.193,Swaziland
9/1/2012,18.028,Swaziland
10/1/2012,20.437,Swaziland
11/1/2012,21.075,Swaziland
12/1/2012,22.526,Swaziland
1/1/2012,-6.374,Sweden
2/1/2012,-7.674,Sweden
3/1/2012,0.655,Sweden
4/1/2012,1.057,Sweden
5/1/2012,7.71,Sweden
6/1/2012,10.702,Sweden
7/1/2012,14.372,Sweden
8/1/2012,13.33,Sweden
9/1/2012,8.632,Sweden
10/1/2012,2.58,Sweden
11/1/2012,-0.05,Sweden
12/1/2012,-9.266,Sweden
1/1/2012,-0.067,Switzerland
2/1/2012,-4.513,Switzerland
3/1/2012,6.19,Switzerland
4/1/2012,6.996,Switzerland
5/1/2012,12.569,Switzerland
6/1/2012,15.525,Switzerland
7/1/2012,16.954,Switzerland
8/1/2012,18.243,Switzerland
9/1/2012,13.119,Switzerland
10/1/2012,8.436,Switzerland
11/1/2012,4.478,Switzerland
12/1/2012,-0.019,Switzerland
1/1/2012,6.444,Syria
2/1/2012,7.463,Syria
3/1/2012,10.544,Syria
4/1/2012,19.683,Syria
5/1/2012,23.53,Syria
6/1/2012,29.281,Syria
7/1/2012,31.382,Syria
8/1/2012,30.36,Syria
9/1/2012,27.529,Syria
10/1/2012,21.806,Syria
11/1/2012,15.149,Syria
12/1/2012,9.12,Syria
1/1/2012,16.416,Taiwan
2/1/2012,16.918,Taiwan
3/1/2012,19.384,Taiwan
4/1/2012,22.802,Taiwan
5/1/2012,25.047,Taiwan
6/1/2012,26.096,Taiwan
7/1/2012,27.982,Taiwan
8/1/2012,27.253,Taiwan
9/1/2012,26.132,Taiwan
10/1/2012,23.674,Taiwan
11/1/2012,21.168,Taiwan
12/1/2012,17.828,Taiwan
1/1/2012,-11.48,Tajikistan
2/1/2012,-10.589,Tajikistan
3/1/2012,-2.537,Tajikistan
4/1/2012,7.927,Tajikistan
5/1/2012,10.401,Tajikistan
6/1/2012,15.263,Tajikistan
7/1/2012,17.803,Tajikistan
8/1/2012,17.58,Tajikistan
9/1/2012,11.762,Tajikistan
10/1/2012,5.729,Tajikistan
11/1/2012,-1.368,Tajikistan
12/1/2012,-8.44,Tajikistan
1/1/2012,23.717,Tanzania
2/1/2012,23.981,Tanzania
3/1/2012,23.762,Tanzania
4/1/2012,22.695,Tanzania
5/1/2012,22.213,Tanzania
6/1/2012,21.447,Tanzania
7/1/2012,20.893,Tanzania
8/1/2012,21.965,Tanzania
9/1/2012,23.469,Tanzania
10/1/2012,24.116,Tanzania
11/1/2012,24.613,Tanzania
12/1/2012,23.953,Tanzania
1/1/2012,24.475,Thailand
2/1/2012,26.318,Thailand
3/1/2012,27.924,Thailand
4/1/2012,29.019,Thailand
5/1/2012,28.562,Thailand
6/1/2012,28.266,Thailand
7/1/2012,27.685,Thailand
8/1/2012,27.685,Thailand
